n,U,C,F,O,B
15982,0,1,0,0,1
15983,0,1,0,0,1
15984,0,1,0,0,1
15985,0,1,0,0,1
15986,0,0,0,0,1
15987,0,0,0,0,1
15988,0,2,1,1,1
15989,0,2,1,0,1
15990,1,3,-1,0,1
15991,1,3,-1,0,1
15992,0,0,0,0,1
15993,0,0,0,0,1
15994,0,1,0,0,7
15995,0,1,0,0,7
15996,0,1,0,0,7
15997,0,1,0,0,7
15998,0,0,0,0,7
15999,0,0,0,0,7
16000,1,3,-1,0,7
16001,1,3,-1,0,7
16002,0,1,0,0,7
16003,0,1,0,0,7
16004,0,0,0,0,7
16005,0,0,0,0,7
16006,1,3,-1,0,7
16007,1,3,-1,0,7
16008,0,1,0,0,7
16009,0,1,0,0,7
16010,0,0,0,0,7
16011,0,0,0,0,7
16012,0,2,2,1,7
16013,0,2,2,0,7
16014,0,1,0,0,7
16015,0,1,0,0,7
16016,0,0,0,0,7
16017,0,0,0,0,7
16018,0,2,2,1,7
16019,0,2,2,0,7
16020,0,2,1,1,7
16021,0,2,1,0,7
16022,0,0,0,0,7
16023,0,0,0,0,7
16024,0,1,0,0,7
16025,0,1,0,0,7
16026,0,1,0,0,7
16027,0,1,0,0,7
16028,0,0,0,0,7
16029,0,0,0,0,7
16030,0,1,0,0,7
16031,0,1,0,0,7
16032,1,3,-1,0,7
16033,1,3,-1,0,7
16034,0,0,0,0,7
16035,0,0,0,0,7
16036,0,1,0,0,7
16037,0,1,0,0,7
16038,0,2,1,1,7
16039,0,2,1,0,7
16040,0,0,0,0,7
16041,0,0,0,0,7
16042,0,2,1,1,7
16043,0,2,1,0,7
16044,0,1,0,0,7
16045,0,1,0,0,7
16046,0,0,0,0,7
16047,0,0,0,0,7
16048,0,1,0,0,7
16049,0,1,0,0,7
16050,0,1,0,0,7
16051,0,1,0,0,7
16052,0,0,0,0,7
16053,0,0,0,0,7
16054,0,1,0,0,7
16055,0,1,0,0,7
16056,1,3,-1,0,7
16057,1,3,-1,0,7
16058,0,0,0,0,7
16059,0,0,0,0,7
16060,1,3,-1,0,7
16061,1,3,-1,0,7
16062,1,3,-1,0,1
16063,1,3,-1,0,1
16064,0,0,0,0,1
16065,0,0,0,0,1
16066,1,3,-1,0,1
16067,1,3,-1,0,1
16068,1,3,-1,0,1
16069,1,3,-1,0,1
16070,0,0,0,0,1
16071,0,0,0,0,1
16072,1,3,-1,0,1
16073,1,3,-1,0,1
16074,0,1,0,0,1
16075,0,1,0,0,1
16076,0,0,0,0,1
16077,0,0,0,0,1
16078,0,1,0,0,1
16079,0,1,0,0,1
16080,0,1,0,0,1
16081,0,1,0,0,1
16082,0,0,0,0,1
16083,0,0,0,0,1
16084,0,1,0,0,1
16085,0,1,0,0,1
16086,1,3,-1,0,1
16087,1,3,-1,0,1
16088,0,0,0,0,1
16089,0,0,0,0,1
16090,1,3,-1,0,1
16091,1,3,-1,0,1
16092,0,1,0,0,1
16093,0,1,0,0,1
16094,0,0,0,0,1
16095,0,0,0,0,1
16096,1,3,-1,0,1
16097,1,3,-1,0,1
16098,0,1,0,0,3
16099,0,1,0,0,3
16100,0,0,0,0,3
16101,0,0,0,0,3
16102,1,3,-1,0,7
16103,1,3,-1,0,7
16104,0,1,0,0,7
16105,0,1,0,0,7
16106,0,0,0,0,7
16107,0,0,0,0,7
16108,0,2,2,1,7
16109,0,2,2,0,7
16110,1,3,-1,0,7
16111,1,3,-1,0,7
16112,0,0,0,0,7
16113,0,0,0,0,7
16114,0,1,0,0,7
16115,0,1,0,0,7
16116,0,2,2,1,7
16117,0,2,2,0,7
16118,0,0,0,0,7
16119,0,0,0,0,7
16120,0,1,0,0,7
16121,0,1,0,0,7
16122,0,1,0,0,7
16123,0,1,0,0,7
16124,0,0,0,0,7
16125,0,0,0,0,7
16126,1,3,-1,0,7
16127,1,3,-1,0,7
16128,0,2,3,1,7
16129,0,2,3,0,7
16130,0,0,0,0,7
16131,0,0,0,0,7
16132,0,1,0,0,7
16133,0,1,0,0,7
16134,0,1,0,0,7
16135,0,1,0,0,7
16136,0,0,0,0,7
16137,0,0,0,0,7
16138,1,3,-1,0,7
16139,1,3,-1,0,7
16140,1,3,-1,0,7
16141,1,3,-1,0,7
16142,0,0,0,0,7
16143,0,0,0,0,7
16144,0,1,0,0,7
16145,0,1,0,0,7
16146,0,2,2,1,7
16147,0,2,2,0,7
16148,0,0,0,0,7
16149,0,0,0,0,7
16150,0,2,1,1,7
16151,0,2,1,0,7
16152,0,2,1,1,6
16153,0,2,1,0,6
16154,0,0,0,0,6
16155,0,0,0,0,6
16156,0,2,3,1,6
16157,0,2,3,0,6
16158,0,1,0,0,6
16159,0,1,0,0,6
16160,0,0,0,0,6
16161,0,0,0,0,6
16162,0,1,0,0,6
16163,0,1,0,0,6
16164,0,1,0,0,6
16165,0,1,0,0,6
16166,0,0,0,0,6
16167,0,0,0,0,6
16168,0,1,0,0,7
16169,0,1,0,0,7
16170,0,2,3,1,7
16171,0,2,3,0,7
16172,0,0,0,0,7
16173,0,0,0,0,7
16174,0,1,0,0,7
16175,0,1,0,0,7
16176,0,1,0,0,7
16177,0,1,0,0,7
16178,0,0,0,0,7
16179,0,0,0,0,7
16180,0,1,0,0,7
16181,0,1,0,0,7
16182,1,3,-1,0,7
16183,1,3,-1,0,7
16184,0,0,0,0,7
16185,0,0,0,0,7
16186,1,3,-1,0,7
16187,1,3,-1,0,7
16188,1,3,-1,0,7
16189,1,3,-1,0,7
16190,0,0,0,0,7
16191,0,0,0,0,7
16192,1,3,-1,0,7
16193,1,3,-1,0,7
16194,0,1,0,0,7
16195,0,1,0,0,7
16196,0,0,0,0,7
16197,0,0,0,0,7
16198,0,2,2,1,7
16199,0,2,2,0,7
16200,0,1,0,0,1
16201,0,1,0,0,1
16202,0,0,0,0,1
16203,0,0,0,0,1
16204,0,1,0,0,1
16205,0,1,0,0,1
16206,0,1,0,0,1
16207,0,1,0,0,1
16208,0,0,0,0,1
16209,0,0,0,0,1
16210,0,1,0,0,1
16211,0,1,0,0,1
16212,0,2,1,1,1
16213,0,2,1,0,1
16214,0,0,0,0,1
16215,0,0,0,0,1
16216,1,3,-1,0,1
16217,1,3,-1,0,1
16218,0,1,0,0,1
16219,0,1,0,0,1
16220,0,0,0,0,1
16221,0,0,0,0,1
16222,1,3,-1,0,1
16223,1,3,-1,0,1
16224,0,1,0,0,1
16225,0,1,0,0,1
16226,0,0,0,0,1
16227,0,0,0,0,1
16228,1,3,-1,0,7
16229,1,3,-1,0,7
16230,1,3,-1,0,7
16231,1,3,-1,0,7
16232,0,0,0,0,7
16233,0,0,0,0,7
16234,0,1,0,0,7
16235,0,1,0,0,7
16236,0,1,0,0,7
16237,0,1,0,0,7
16238,0,0,0,0,7
16239,0,0,0,0,7
16240,0,2,3,1,7
16241,0,2,3,0,7
16242,0,2,1,1,7
16243,0,2,1,0,7
16244,0,0,0,0,7
16245,0,0,0,0,7
16246,0,1,0,0,7
16247,0,1,0,0,7
16248,1,3,-1,0,7
16249,1,3,-1,0,7
16250,0,0,0,0,7
16251,0,0,0,0,7
16252,1,3,-1,0,7
16253,1,3,-1,0,7
16254,0,1,0,0,7
16255,0,1,0,0,7
16256,0,0,0,0,7
16257,0,0,0,0,7
16258,0,2,2,1,7
16259,0,2,2,0,7
16260,0,1,0,0,7
16261,0,1,0,0,7
16262,0,0,0,0,7
16263,0,0,0,0,7
16264,0,1,0,0,7
16265,0,1,0,0,7
16266,1,3,-1,0,7
16267,1,3,-1,0,7
16268,0,0,0,0,7
16269,0,0,0,0,7
16270,0,2,1,1,7
16271,0,2,1,0,7
16272,1,3,-1,0,7
16273,1,3,-1,0,7
16274,0,0,0,0,7
16275,0,0,0,0,7
16276,0,2,1,1,7
16277,0,2,1,0,7
16278,0,2,2,1,7
16279,0,2,2,0,7
16280,0,0,0,0,6
16281,0,0,0,0,6
16282,0,1,0,0,6
16283,0,1,0,0,6
16284,0,1,0,0,6
16285,0,1,0,0,6
16286,0,0,0,0,6
16287,0,0,0,0,6
16288,0,1,0,0,6
16289,0,1,0,0,6
16290,0,1,0,0,6
16291,0,1,0,0,6
16292,0,0,0,0,6
16293,0,0,0,0,6
16294,0,1,0,0,6
16295,0,1,0,0,6
16296,0,2,1,1,6
16297,0,2,1,0,6
16298,0,0,0,0,6
16299,0,0,0,0,6
16300,1,3,-1,0,7
16301,1,3,-1,0,7
16302,0,1,0,0,7
16303,0,1,0,0,7
16304,0,0,0,0,7
16305,0,0,0,0,7
16306,0,1,0,0,7
16307,0,1,0,0,7
16308,0,2,1,1,7
16309,0,2,1,0,7
16310,0,0,0,0,7
16311,0,0,0,0,7
16312,0,1,0,0,7
16313,0,1,0,0,7
16314,0,1,0,0,7
16315,0,1,0,0,7
16316,0,0,0,0,7
16317,0,0,0,0,7
16318,1,3,-1,0,7
16319,1,3,-1,0,7
16320,0,1,0,0,3
16321,0,1,0,0,3
16322,0,0,0,0,3
16323,0,0,0,0,3
16324,0,1,0,0,3
16325,0,1,0,0,3
16326,0,2,1,1,3
16327,0,2,1,0,3
16328,0,0,0,0,3
16329,0,0,0,0,3
16330,0,1,0,0,3
16331,0,1,0,0,3
16332,1,3,-1,0,3
16333,1,3,-1,0,3
16334,0,0,0,0,3
16335,0,0,0,0,3
16336,0,1,0,0,3
16337,0,1,0,0,3
16338,1,3,-1,0,3
16339,1,3,-1,0,3
16340,0,0,0,0,3
16341,0,0,0,0,3
16342,0,2,1,1,3
16343,0,2,1,0,3
16344,0,1,0,0,3
16345,0,1,0,0,3
16346,0,0,0,0,3
16347,0,0,0,0,3
16348,1,3,-1,0,3
16349,1,3,-1,0,3
16350,0,2,2,1,3
16351,0,2,2,0,3
16352,0,0,0,0,3
16353,0,0,0,0,3
16354,0,1,0,0,3
16355,0,1,0,0,3
16356,0,1,0,0,1
16357,0,1,0,0,1
16358,0,0,0,0,1
16359,0,0,0,0,1
16360,1,3,-1,0,1
16361,1,3,-1,0,1
16362,1,3,-1,0,1
16363,1,3,-1,0,1
16364,0,0,0,0,1
16365,0,0,0,0,1
16366,0,1,0,0,1
16367,0,1,0,0,1
16368,1,3,-1,0,1
16369,1,3,-1,0,1
16370,0,0,0,0,1
16371,0,0,0,0,1
16372,0,1,0,0,1
16373,0,1,0,0,1
16374,0,1,0,0,1
16375,0,1,0,0,1
16376,0,0,0,0,1
16377,0,0,0,0,1
16378,0,1,0,0,1
16379,0,1,0,0,1
16380,1,3,-1,0,1
16381,1,3,-1,0,1
16382,0,0,0,0,1
16383,0,0,0,0,1
16384,0,1,0,0,1
16385,0,1,0,0,1
16386,0,1,0,0,1
16387,0,1,0,0,1
16388,0,0,0,0,1
16389,0,0,0,0,1
16390,0,2,1,1,1
16391,0,2,1,0,1
16392,0,1,0,0,1
16393,0,1,0,0,1
16394,0,0,0,0,1
16395,0,0,0,0,1
16396,0,1,0,0,1
16397,0,1,0,0,1
16398,0,1,0,0,1
16399,0,1,0,0,1
16400,0,0,0,0,1
16401,0,0,0,0,1
16402,0,2,1,1,1
16403,0,2,1,0,1
16404,0,1,0,0,1
16405,0,1,0,0,1
16406,0,0,0,0,1
16407,0,0,0,0,1
16408,0,2,1,1,1
16409,0,2,1,0,1
16410,1,3,-1,0,1
16411,1,3,-1,0,1
16412,0,0,0,0,1
16413,0,0,0,0,1
16414,0,1,0,0,1
16415,0,1,0,0,1
16416,1,3,-1,0,1
16417,1,3,-1,0,1
16418,0,0,0,0,1
16419,0,0,0,0,1
16420,1,3,-1,0,1
16421,1,3,-1,0,1
16422,0,1,0,0,1
16423,0,1,0,0,1
16424,0,0,0,0,1
16425,0,0,0,0,1
16426,1,3,-1,0,1
16427,1,3,-1,0,1
16428,0,1,0,0,1
16429,0,1,0,0,1
16430,0,0,0,0,1
16431,0,0,0,0,1
16432,1,3,-1,0,1
16433,1,3,-1,0,1
16434,0,1,0,0,7
16435,0,1,0,0,7
16436,0,0,0,0,7
16437,0,0,0,0,7
16438,0,1,0,0,7
16439,0,1,0,0,7
16440,0,2,1,1,7
16441,0,2,1,0,7
16442,0,0,0,0,7
16443,0,0,0,0,7
16444,0,1,0,0,7
16445,0,1,0,0,7
16446,1,3,-1,0,7
16447,1,3,-1,0,7
16448,0,0,0,0,7
16449,0,0,0,0,7
16450,1,3,-1,0,7
16451,1,3,-1,0,7
16452,1,3,-1,0,7
16453,1,3,-1,0,7
16454,0,0,0,0,7
16455,0,0,0,0,7
16456,0,1,0,0,7
16457,0,1,0,0,7
16458,0,2,3,1,7
16459,0,2,3,0,7
16460,0,0,0,0,7
16461,0,0,0,0,7
16462,0,2,2,1,7
16463,0,2,2,0,7
16464,0,1,0,0,7
16465,0,1,0,0,7
16466,0,0,0,0,7
16467,0,0,0,0,7
16468,0,2,1,1,7
16469,0,2,1,0,7
16470,0,1,0,0,7
16471,0,1,0,0,7
16472,0,0,0,0,7
16473,0,0,0,0,7
16474,0,1,0,0,7
16475,0,1,0,0,7
16476,1,3,-1,0,7
16477,1,3,-1,0,7
16478,0,0,0,0,7
16479,0,0,0,0,7
16480,1,3,-1,0,7
16481,1,3,-1,0,7
16482,0,2,1,1,7
16483,0,2,1,0,7
16484,0,0,0,0,7
16485,0,0,0,0,7
16486,1,3,-1,0,7
16487,1,3,-1,0,7
16488,0,1,0,0,7
16489,0,1,0,0,7
16490,0,0,0,0,7
16491,0,0,0,0,7
16492,1,3,-1,0,7
16493,1,3,-1,0,7
16494,0,1,0,0,7
16495,0,1,0,0,7
16496,0,0,0,0,7
16497,0,0,0,0,7
16498,0,1,0,0,7
16499,0,1,0,0,7
16500,0,2,1,1,7
16501,0,2,1,0,7
16502,0,0,0,0,7
16503,0,0,0,0,7
16504,0,1,0,0,7
16505,0,1,0,0,7
16506,0,1,0,0,7
16507,0,1,0,0,7
16508,0,0,0,0,3
16509,0,0,0,0,3
16510,0,1,0,0,3
16511,0,1,0,0,3
16512,0,1,0,0,3
16513,0,1,0,0,3
16514,0,0,0,0,3
16515,0,0,0,0,3
16516,0,2,2,1,3
16517,0,2,2,0,3
16518,1,3,-1,0,3
16519,1,3,-1,0,3
16520,0,0,0,0,3
16521,0,0,0,0,3
16522,0,1,0,0,3
16523,0,1,0,0,3
16524,0,1,0,0,3
16525,0,1,0,0,3
16526,0,0,0,0,3
16527,0,0,0,0,3
16528,1,3,-1,0,3
16529,1,3,-1,0,3
16530,0,2,1,1,7
16531,0,2,1,0,7
16532,0,0,0,0,7
16533,0,0,0,0,7
16534,0,1,0,0,7
16535,0,1,0,0,7
16536,0,1,0,0,7
16537,0,1,0,0,7
16538,0,0,0,0,7
16539,0,0,0,0,7
16540,0,1,0,0,7
16541,0,1,0,0,7
16542,0,2,2,1,7
16543,0,2,2,0,7
16544,0,0,0,0,7
16545,0,0,0,0,7
16546,1,3,-1,0,7
16547,1,3,-1,0,7
16548,0,1,0,0,7
16549,0,1,0,0,7
16550,0,0,0,0,7
16551,0,0,0,0,7
16552,1,3,-1,0,7
16553,1,3,-1,0,7
16554,0,1,0,0,7
16555,0,1,0,0,7
16556,0,0,0,0,7
16557,0,0,0,0,7
16558,0,2,1,1,7
16559,0,2,1,0,7
16560,1,3,-1,0,7
16561,1,3,-1,0,7
16562,0,0,0,0,7
16563,0,0,0,0,7
16564,0,1,0,0,7
16565,0,1,0,0,7
16566,1,3,-1,0,7
16567,1,3,-1,0,7
16568,0,0,0,0,7
16569,0,0,0,0,7
16570,0,2,2,1,7
16571,0,2,2,0,7
16572,1,3,-1,0,7
16573,1,3,-1,0,7
16574,0,0,0,0,7
16575,0,0,0,0,7
16576,0,1,0,0,7
16577,0,1,0,0,7
16578,0,2,1,1,7
16579,0,2,1,0,7
16580,0,0,0,0,7
16581,0,0,0,0,7
16582,0,1,0,0,7
16583,0,1,0,0,7
16584,0,1,0,0,7
16585,0,1,0,0,7
16586,0,0,0,0,7
16587,0,0,0,0,7
16588,0,2,1,1,7
16589,0,2,1,0,7
16590,0,2,1,1,7
16591,0,2,1,0,7
16592,0,0,0,0,7
16593,0,0,0,0,7
16594,0,1,0,0,7
16595,0,1,0,0,7
16596,0,1,0,0,7
16597,0,1,0,0,7
16598,0,0,0,0,7
16599,0,0,0,0,7
16600,0,1,0,0,7
16601,0,1,0,0,7
16602,1,3,-1,0,7
16603,1,3,-1,0,7
16604,0,0,0,0,7
16605,0,0,0,0,7
16606,1,3,-1,0,7
16607,1,3,-1,0,7
16608,0,1,0,0,7
16609,0,1,0,0,7
16610,0,0,0,0,7
16611,0,0,0,0,7
16612,0,2,1,1,7
16613,0,2,1,0,7
16614,0,1,0,0,7
16615,0,1,0,0,7
16616,0,0,0,0,7
16617,0,0,0,0,7
16618,1,3,-1,0,7
16619,1,3,-1,0,7
16620,0,1,0,0,1
16621,0,1,0,0,1
16622,0,0,0,0,1
16623,0,0,0,0,1
16624,0,1,0,0,1
16625,0,1,0,0,1
16626,0,1,0,0,1
16627,0,1,0,0,1
16628,0,0,0,0,1
16629,0,0,0,0,1
16630,1,3,-1,0,1
16631,1,3,-1,0,1
16632,1,3,-1,0,1
16633,1,3,-1,0,1
16634,0,0,0,0,1
16635,0,0,0,0,1
16636,0,2,3,1,1
16637,0,2,3,0,1
16638,0,1,0,0,1
16639,0,1,0,0,1
16640,0,0,0,0,1
16641,0,0,0,0,1
16642,0,1,0,0,1
16643,0,1,0,0,1
16644,0,1,0,0,1
16645,0,1,0,0,1
16646,0,0,0,0,1
16647,0,0,0,0,1
16648,1,3,-1,0,1
16649,1,3,-1,0,1
16650,1,3,-1,0,1
16651,1,3,-1,0,1
16652,0,0,0,0,1
16653,0,0,0,0,1
16654,0,1,0,0,1
16655,0,1,0,0,1
16656,1,3,-1,0,1
16657,1,3,-1,0,1
16658,0,0,0,0,1
16659,0,0,0,0,1
16660,1,3,-1,0,1
16661,1,3,-1,0,1
16662,0,1,0,0,1
16663,0,1,0,0,1
16664,0,0,0,0,1
16665,0,0,0,0,1
16666,0,1,0,0,1
16667,0,1,0,0,1
16668,0,2,2,1,1
16669,0,2,2,0,1
16670,0,0,0,0,1
16671,0,0,0,0,1
16672,1,3,-1,0,1
16673,1,3,-1,0,1
16674,0,1,0,0,1
16675,0,1,0,0,1
16676,0,0,0,0,1
16677,0,0,0,0,1
16678,0,1,0,0,1
16679,0,1,0,0,1
16680,0,1,0,0,1
16681,0,1,0,0,1
16682,0,0,0,0,1
16683,0,0,0,0,1
16684,0,1,0,0,3
16685,0,1,0,0,3
16686,0,1,0,0,3
16687,0,1,0,0,3
16688,0,0,0,0,3
16689,0,0,0,0,3
16690,1,3,-1,0,3
16691,1,3,-1,0,3
16692,1,3,-1,0,3
16693,1,3,-1,0,3
16694,0,0,0,0,3
16695,0,0,0,0,3
16696,0,2,1,1,3
16697,0,2,1,0,3
16698,1,3,-1,0,3
16699,1,3,-1,0,3
16700,0,0,0,0,3
16701,0,0,0,0,3
16702,1,3,-1,0,3
16703,1,3,-1,0,3
16704,0,1,0,0,3
16705,0,1,0,0,3
16706,0,0,0,0,3
16707,0,0,0,0,3
16708,0,1,0,0,3
16709,0,1,0,0,3
16710,0,1,0,0,3
16711,0,1,0,0,3
16712,0,0,0,0,3
16713,0,0,0,0,3
16714,0,1,0,0,3
16715,0,1,0,0,3
16716,0,2,2,1,3
16717,0,2,2,0,3
16718,0,0,0,0,3
16719,0,0,0,0,3
16720,0,1,0,0,3
16721,0,1,0,0,3
16722,0,1,0,0,3
16723,0,1,0,0,3
16724,0,0,0,0,3
16725,0,0,0,0,3
16726,0,2,1,1,3
16727,0,2,1,0,3
16728,1,3,-1,0,3
16729,1,3,-1,0,3
16730,0,0,0,0,3
16731,0,0,0,0,3
16732,0,2,1,1,3
16733,0,2,1,0,3
16734,0,1,0,0,3
16735,0,1,0,0,3
16736,0,0,0,0,3
16737,0,0,0,0,3
16738,0,1,0,0,3
16739,0,1,0,0,3
16740,1,3,-1,0,3
16741,1,3,-1,0,3
16742,0,0,0,0,3
16743,0,0,0,0,3
16744,0,1,0,0,3
16745,0,1,0,0,3
16746,1,3,-1,0,1
16747,1,3,-1,0,1
16748,0,0,0,0,1
16749,0,0,0,0,1
16750,0,1,0,0,7
16751,0,1,0,0,7
16752,0,1,0,0,7
16753,0,1,0,0,7
16754,0,0,0,0,7
16755,0,0,0,0,7
16756,0,1,0,0,7
16757,0,1,0,0,7
16758,1,3,-1,0,7
16759,1,3,-1,0,7
16760,0,0,0,0,7
16761,0,0,0,0,7
16762,1,3,-1,0,7
16763,1,3,-1,0,7
16764,0,1,0,0,7
16765,0,1,0,0,7
16766,0,0,0,0,7
16767,0,0,0,0,7
16768,0,2,1,1,7
16769,0,2,1,0,7
16770,0,2,1,1,7
16771,0,2,1,0,7
16772,0,0,0,0,7
16773,0,0,0,0,7
16774,0,1,0,0,7
16775,0,1,0,0,7
16776,0,1,0,0,7
16777,0,1,0,0,7
16778,0,0,0,0,7
16779,0,0,0,0,7
16780,0,2,2,1,7
16781,0,2,2,0,7
16782,0,1,0,0,7
16783,0,1,0,0,7
16784,0,0,0,0,7
16785,0,0,0,0,7
16786,1,3,-1,0,7
16787,1,3,-1,0,7
16788,0,2,2,1,7
16789,0,2,2,0,7
16790,0,0,0,0,7
16791,0,0,0,0,7
16792,0,1,0,0,7
16793,0,1,0,0,7
16794,0,1,0,0,7
16795,0,1,0,0,7
16796,0,0,0,0,7
16797,0,0,0,0,7
16798,0,2,3,1,7
16799,0,2,3,0,7
16800,0,2,1,1,7
16801,0,2,1,0,7
16802,0,0,0,0,7
16803,0,0,0,0,7
16804,0,1,0,0,7
16805,0,1,0,0,7
16806,0,1,0,0,7
16807,0,1,0,0,7
16808,0,0,0,0,7
16809,0,0,0,0,7
16810,1,3,-1,0,7
16811,1,3,-1,0,7
16812,0,1,0,0,7
16813,0,1,0,0,7
16814,0,0,0,0,7
16815,0,0,0,0,7
16816,0,2,2,1,7
16817,0,2,2,0,7
16818,0,1,0,0,7
16819,0,1,0,0,7
16820,0,0,0,0,7
16821,0,0,0,0,7
16822,1,3,-1,0,7
16823,1,3,-1,0,7
16824,0,1,0,0,7
16825,0,1,0,0,7
16826,0,0,0,0,7
16827,0,0,0,0,7
16828,1,3,-1,0,7
16829,1,3,-1,0,7
16830,1,3,-1,0,7
16831,1,3,-1,0,7
16832,0,0,0,0,7
16833,0,0,0,0,7
16834,0,1,0,0,7
16835,0,1,0,0,7
16836,0,2,3,1,7
16837,0,2,3,0,7
16838,0,0,0,0,1
16839,0,0,0,0,1
16840,0,1,0,0,1
16841,0,1,0,0,1
16842,1,3,-1,0,1
16843,1,3,-1,0,1
16844,0,0,0,0,1
16845,0,0,0,0,1
16846,0,1,0,0,1
16847,0,1,0,0,1
16848,0,1,0,0,1
16849,0,1,0,0,1
16850,0,0,0,0,1
16851,0,0,0,0,1
16852,0,1,0,0,1
16853,0,1,0,0,1
16854,0,1,0,0,1
16855,0,1,0,0,1
16856,0,0,0,0,1
16857,0,0,0,0,1
16858,0,1,0,0,1
16859,0,1,0,0,1
16860,0,1,0,0,1
16861,0,1,0,0,1
16862,0,0,0,0,1
16863,0,0,0,0,1
16864,0,1,0,0,1
16865,0,1,0,0,1
16866,0,2,2,1,1
16867,0,2,2,0,1
16868,0,0,0,0,1
16869,0,0,0,0,1
16870,1,3,-1,0,1
16871,1,3,-1,0,1
16872,0,2,1,1,1
16873,0,2,1,0,1
16874,0,0,0,0,1
16875,0,0,0,0,1
16876,0,1,0,0,1
16877,0,1,0,0,1
16878,1,3,-1,0,1
16879,1,3,-1,0,1
16880,0,0,0,0,1
16881,0,0,0,0,1
16882,1,3,-1,0,1
16883,1,3,-1,0,1
16884,0,1,0,0,1
16885,0,1,0,0,1
16886,0,0,0,0,1
16887,0,0,0,0,1
16888,1,3,-1,0,1
16889,1,3,-1,0,1
16890,0,1,0,0,1
16891,0,1,0,0,1
16892,0,0,0,0,1
16893,0,0,0,0,1
16894,0,1,0,0,1
16895,0,1,0,0,1
16896,0,2,1,1,1
16897,0,2,1,0,1
16898,0,0,0,0,1
16899,0,0,0,0,1
16900,1,3,-1,0,1
16901,1,3,-1,0,1
16902,1,3,-1,0,1
16903,1,3,-1,0,1
16904,0,0,0,0,1
16905,0,0,0,0,1
16906,0,1,0,0,1
16907,0,1,0,0,1
16908,0,2,1,1,1
16909,0,2,1,0,1
16910,0,0,0,0,1
16911,0,0,0,0,1
16912,0,1,0,0,1
16913,0,1,0,0,1
16914,0,1,0,0,1
16915,0,1,0,0,1
16916,0,0,0,0,1
16917,0,0,0,0,1
16918,0,1,0,0,1
16919,0,1,0,0,1
16920,1,3,-1,0,1
16921,1,3,-1,0,1
16922,0,0,0,0,1
16923,0,0,0,0,1
16924,0,1,0,0,1
16925,0,1,0,0,1
16926,1,3,-1,0,1
16927,1,3,-1,0,1
16928,0,0,0,0,1
16929,0,0,0,0,1
16930,1,3,-1,0,1
16931,1,3,-1,0,1
16932,0,1,0,0,1
16933,0,1,0,0,1
16934,0,0,0,0,1
16935,0,0,0,0,1
16936,1,3,-1,0,1
16937,1,3,-1,0,1
16938,0,1,0,0,1
16939,0,1,0,0,1
16940,0,0,0,0,1
16941,0,0,0,0,1
16942,1,3,-1,0,1
16943,1,3,-1,0,1
16944,0,1,0,0,1
16945,0,1,0,0,1
16946,0,0,0,0,1
16947,0,0,0,0,1
16948,0,1,0,0,1
16949,0,1,0,0,1
16950,0,1,0,0,1
16951,0,1,0,0,1
16952,0,0,0,0,1
16953,0,0,0,0,1
16954,0,1,0,0,1
16955,0,1,0,0,1
16956,0,2,1,1,1
16957,0,2,1,0,1
16958,0,0,0,0,1
16959,0,0,0,0,1
16960,0,1,0,0,1
16961,0,1,0,0,1
16962,1,3,-1,0,1
16963,1,3,-1,0,1
16964,0,0,0,0,1
16965,0,0,0,0,1
16966,0,1,0,0,1
16967,0,1,0,0,1
16968,0,2,2,1,1
16969,0,2,2,0,1
16970,0,0,0,0,1
16971,0,0,0,0,1
16972,0,1,0,0,1
16973,0,1,0,0,1
16974,0,1,0,0,1
16975,0,1,0,0,1
16976,0,0,0,0,1
16977,0,0,0,0,1
16978,1,3,-1,0,1
16979,1,3,-1,0,1
16980,1,3,-1,0,1
16981,1,3,-1,0,1
16982,0,0,0,0,1
16983,0,0,0,0,1
16984,0,1,0,0,1
16985,0,1,0,0,1
16986,1,3,-1,0,1
16987,1,3,-1,0,1
16988,0,0,0,0,1
16989,0,0,0,0,1
16990,0,1,0,0,1
16991,0,1,0,0,1
16992,1,3,-1,0,1
16993,1,3,-1,0,1
16994,0,0,0,0,1
16995,0,0,0,0,1
16996,0,1,0,0,1
16997,0,1,0,0,1
16998,0,2,2,1,1
16999,0,2,2,0,1
17000,0,0,0,0,1
17001,0,0,0,0,1
17002,0,1,0,0,1
17003,0,1,0,0,1
17004,0,1,0,0,1
17005,0,1,0,0,1
17006,0,0,0,0,1
17007,0,0,0,0,1
17008,0,2,2,1,1
17009,0,2,2,0,1
17010,1,3,-1,0,1
17011,1,3,-1,0,1
17012,0,0,0,0,1
17013,0,0,0,0,1
17014,0,1,0,0,1
17015,0,1,0,0,1
17016,0,1,0,0,1
17017,0,1,0,0,1
17018,0,0,0,0,1
17019,0,0,0,0,1
17020,1,3,-1,0,1
17021,1,3,-1,0,1
17022,0,2,1,1,1
17023,0,2,1,0,1
17024,0,0,0,0,1
17025,0,0,0,0,1
17026,1,3,-1,0,1
17027,1,3,-1,0,1
17028,1,3,-1,0,1
17029,1,3,-1,0,1
17030,0,0,0,0,1
17031,0,0,0,0,1
17032,1,3,-1,0,1
17033,1,3,-1,0,1
17034,0,1,0,0,1
17035,0,1,0,0,1
17036,0,0,0,0,1
17037,0,0,0,0,1
17038,0,1,0,0,1
17039,0,1,0,0,1
17040,1,3,-1,0,1
